                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    300,                 1.4861,                 1.0068,                 1.2705,                0.74104,                0.76355,                0.80537,                0.47313,                 1.3887,                0.95642,                 1.2175,             0.00051995,             0.00051995,             0.00051995
                    301,                 1.7397,                 1.1482,                 1.2957,                0.75336,                0.76449,                0.81187,                0.47558,                 1.3911,                0.95004,                 1.2224,               0.000515,               0.000515,               0.000515
                    302,                 1.5512,                 1.1085,                 1.3924,                0.76608,                0.77057,                0.81696,                0.47541,                 1.4007,                0.95421,                 1.2284,             0.00051005,             0.00051005,             0.00051005
                    303,                 1.6282,                 1.1767,                 1.4023,                0.78088,                0.76586,                0.80832,                0.45958,                 1.4385,                0.98082,                 1.2342,              0.0005051,              0.0005051,              0.0005051
                    304,                 1.5808,                  1.076,                  1.297,                0.77767,                0.76932,                0.81089,                0.46021,                 1.4366,                0.94633,                 1.2279,             0.00050015,             0.00050015,             0.00050015
                    305,                 1.5329,                 1.0785,                 1.3463,                0.78377,                0.75663,                0.81082,                0.46068,                 1.4336,                0.93241,                  1.226,              0.0004952,              0.0004952,              0.0004952
                    306,                 1.5686,                 1.0923,                 1.3776,                0.76281,                0.76009,                0.80512,                0.46457,                  1.421,                0.92515,                 1.2223,             0.00049025,             0.00049025,             0.00049025
                    307,                 1.5382,                 1.0237,                 1.2271,                0.75229,                0.76712,                 0.8064,                0.47257,                 1.4097,                0.93696,                  1.226,              0.0004853,              0.0004853,              0.0004853
                    308,                 1.5299,                 1.0967,                 1.3557,                0.75852,                0.73548,                0.79916,                0.46966,                 1.4089,                0.94934,                 1.2275,             0.00048035,             0.00048035,             0.00048035
                    309,                 1.5709,                 1.1104,                 1.3847,                0.75633,                0.73933,                0.80413,                 0.4753,                 1.3923,                0.95007,                  1.219,              0.0004754,              0.0004754,              0.0004754
                    310,                 1.5828,                 1.1149,                 1.3077,                 0.7608,                0.75202,                0.81561,                0.48254,                 1.3712,                0.93609,                 1.2074,             0.00047045,             0.00047045,             0.00047045
                    311,                 1.4988,                 1.0415,                  1.304,                0.77117,                0.76963,                0.81716,                0.47407,                 1.3848,                0.90386,                 1.2073,              0.0004655,              0.0004655,              0.0004655
                    312,                 1.5371,                 1.1087,                  1.319,                0.76601,                0.77404,                0.82035,                0.48113,                 1.3776,                0.89398,                  1.205,             0.00046055,             0.00046055,             0.00046055
                    313,                  1.668,                 1.1046,                 1.3173,                0.78036,                0.76586,                0.82835,                 0.4865,                 1.3677,                0.89228,                 1.2059,              0.0004556,              0.0004556,              0.0004556
                    314,                 1.5875,                 1.0525,                   1.31,                0.79278,                0.77624,                0.83154,                0.48713,                 1.3747,                0.89912,                 1.2109,             0.00045065,             0.00045065,             0.00045065
                    315,                 1.5243,                 1.0899,                 1.3447,                0.76858,                0.79296,                0.82741,                0.48448,                 1.3769,                0.90499,                 1.2181,              0.0004457,              0.0004457,              0.0004457
                    316,                 1.5116,                 1.0757,                 1.3325,                0.78138,                0.79354,                 0.8279,                 0.4844,                 1.3713,                0.90292,                 1.2154,             0.00044075,             0.00044075,             0.00044075
                    317,                 1.4766,                 1.0055,                 1.2626,                0.78498,                0.78777,                0.83122,                0.48695,                 1.3729,                0.90191,                 1.2166,              0.0004358,              0.0004358,              0.0004358
                    318,                 1.5552,                 1.0278,                 1.2637,                0.78817,                0.80161,                0.84149,                0.48944,                 1.3695,                0.89829,                 1.2127,             0.00043085,             0.00043085,             0.00043085
                    319,                 1.5721,                 1.1342,                 1.3189,                0.78617,                0.77604,                0.84042,                0.49303,                 1.3486,                0.90305,                 1.2025,              0.0004259,              0.0004259,              0.0004259
                    320,                  1.531,                 1.0622,                 1.3162,                0.78965,                0.78369,                0.84222,                 0.4951,                 1.3364,                0.89799,                 1.1933,             0.00042095,             0.00042095,             0.00042095
                    321,                 1.6257,                 1.1396,                 1.3406,                0.78227,                0.78662,                 0.8405,                0.49909,                  1.335,                0.89228,                 1.1889,               0.000416,               0.000416,               0.000416
                    322,                 1.5848,                 1.0638,                 1.3121,                0.77958,                0.79549,                0.83968,                 0.4996,                 1.3458,                0.88846,                 1.1914,             0.00041105,             0.00041105,             0.00041105
                    323,                 1.3964,                 1.0648,                 1.3551,                0.77249,                0.79469,                0.82996,                0.48996,                 1.3916,                0.89929,                 1.2103,              0.0004061,              0.0004061,              0.0004061
                    324,                 1.5864,                  1.016,                 1.2457,                0.76678,                0.79239,                0.82858,                0.48573,                 1.3984,                0.90149,                 1.2129,             0.00040115,             0.00040115,             0.00040115
                    325,                 1.2976,                 1.0864,                 1.3032,                0.76399,                0.80046,                0.82557,                0.48717,                 1.3898,                0.90032,                 1.2082,              0.0003962,              0.0003962,              0.0003962
                    326,                 1.5879,                 1.0225,                 1.2344,                0.76242,                0.81315,                 0.8292,                0.48916,                 1.3736,                 0.8996,                 1.2018,             0.00039125,             0.00039125,             0.00039125
                    327,                 1.5612,                 1.0393,                 1.2582,                0.77152,                0.80854,                0.83872,                0.49546,                 1.3675,                0.89774,                 1.1999,              0.0003863,              0.0003863,              0.0003863
                    328,                 1.5788,                 1.0712,                 1.3499,                0.78271,                0.79239,                0.83912,                0.49541,                 1.3657,                0.89033,                 1.2002,             0.00038135,             0.00038135,             0.00038135
                    329,                 1.5838,                 1.0359,                  1.236,                0.79006,                0.79585,                0.84059,                0.49682,                 1.3611,                0.88478,                 1.1994,              0.0003764,              0.0003764,              0.0003764
                    330,                 1.4982,                 1.0343,                 1.2929,                0.78834,                0.79476,                0.83963,                0.49316,                   1.36,                0.88859,                  1.199,             0.00037145,             0.00037145,             0.00037145
                    331,                 1.5063,                 1.0817,                 1.3672,                0.78116,                 0.7905,                0.83406,                0.48916,                  1.363,                 0.8993,                 1.1986,              0.0003665,              0.0003665,              0.0003665
                    332,                 1.5215,                 1.0179,                 1.2799,                 0.7755,                0.78893,                0.83209,                0.49052,                 1.3552,                0.90948,                 1.1951,             0.00036155,             0.00036155,             0.00036155
                    333,                 1.4597,                  1.033,                 1.2786,                0.78378,                0.78316,                0.83523,                0.49304,                 1.3458,                0.92235,                 1.1915,              0.0003566,              0.0003566,              0.0003566
                    334,                 1.5811,                 1.0217,                  1.287,                 0.7767,                0.77163,                0.83391,                0.48849,                 1.3471,                0.95657,                  1.193,             0.00035165,             0.00035165,             0.00035165
                    335,                 1.6975,                  1.049,                  1.226,                0.76384,                0.74984,                0.81736,                 0.4664,                 1.4031,                 1.0268,                 1.2167,              0.0003467,              0.0003467,              0.0003467
                    336,                 1.5713,                 1.0549,                 1.2614,                0.72988,                0.79469,                0.81685,                0.47218,                 1.3867,                 1.0112,                 1.2087,             0.00034175,             0.00034175,             0.00034175
                    337,                 1.6237,                 1.0943,                 1.3033,                0.74277,                0.77936,                0.81891,                0.48029,                 1.3617,                0.98167,                 1.1966,              0.0003368,              0.0003368,              0.0003368
                    338,                 1.4874,                 1.0925,                 1.2725,                0.72951,                0.79008,                0.82417,                0.49349,                 1.3425,                0.92804,                 1.1842,             0.00033185,             0.00033185,             0.00033185
                    339,                 1.5807,                 1.0494,                 1.2968,                0.76886,                0.78201,                0.83628,                  0.499,                 1.3476,                0.88459,                 1.1802,              0.0003269,              0.0003269,              0.0003269
                    340,                 1.5909,                 1.0063,                 1.2356,                0.77601,                  0.797,                0.84201,                0.50435,                 1.3375,                0.87156,                 1.1767,             0.00032195,             0.00032195,             0.00032195
                    341,                 1.4372,                 1.0173,                 1.3235,                0.79221,                0.80277,                0.85075,                 0.5104,                 1.3277,                 0.8611,                 1.1738,               0.000317,               0.000317,               0.000317
                    342,                 1.3742,                  1.014,                 1.3771,                0.80378,                0.80791,                0.85178,                 0.5151,                 1.3186,                 0.8584,                 1.1731,             0.00031205,             0.00031205,             0.00031205
                    343,                 1.4183,                  1.041,                 1.3117,                0.79509,                0.79469,                0.83994,                0.50609,                 1.3266,                0.87694,                 1.1814,              0.0003071,              0.0003071,              0.0003071
                    344,                 1.4971,                 1.0346,                 1.3045,                0.79498,                  0.797,                 0.8375,                 0.5035,                 1.3256,                0.88701,                 1.1814,             0.00030215,             0.00030215,             0.00030215
                    345,                 1.4799,                 1.0064,                  1.234,                0.79332,                  0.797,                 0.8383,                0.50386,                  1.321,                0.88709,                 1.1811,              0.0002972,              0.0002972,              0.0002972
                    346,                 1.5665,                0.99592,                  1.238,                0.79571,                0.79931,                0.84091,                 0.5061,                 1.3206,                0.88144,                 1.1824,             0.00029225,             0.00029225,             0.00029225
                    347,                 1.5131,                  1.094,                 1.3496,                0.79776,                0.80392,                0.84642,                0.50998,                 1.3335,                0.87735,                 1.1849,              0.0002873,              0.0002873,              0.0002873
                    348,                 1.4198,                0.97749,                 1.2754,                  0.808,                0.80046,                0.84777,                0.50869,                 1.3353,                 0.8771,                 1.1838,             0.00028235,             0.00028235,             0.00028235
                    349,                 1.3792,                 1.1351,                  1.368,                0.79911,                0.79815,                0.84636,                0.51027,                   1.34,                0.87621,                 1.1838,              0.0002774,              0.0002774,              0.0002774
                    350,                 1.5714,                 1.0249,                 1.2786,                0.80671,                0.79008,                0.84566,                0.50362,                 1.3411,                0.87551,                 1.1845,             0.00027245,             0.00027245,             0.00027245
                    351,                 1.4357,                 1.0506,                 1.4248,                0.82458,                0.76932,                0.84098,                0.50367,                 1.3296,                0.86599,                 1.1803,              0.0002675,              0.0002675,              0.0002675
                    352,                 1.4147,                 1.0244,                 1.2796,                 0.8167,                0.76573,                0.83978,                0.50438,                  1.319,                0.86346,                 1.1766,             0.00026255,             0.00026255,             0.00026255
                    353,                 1.6055,                 1.0798,                 1.3438,                0.81486,                0.76701,                0.83837,                0.50558,                 1.3132,                0.86305,                 1.1741,              0.0002576,              0.0002576,              0.0002576
                    354,                 1.3668,                0.96585,                  1.306,                0.81497,                0.77739,                0.83723,                0.50877,                 1.3122,                0.85726,                  1.172,             0.00025265,             0.00025265,             0.00025265
                    355,                 1.6203,                 1.0645,                 1.2863,                 0.8074,                0.79298,                0.84334,                0.51715,                  1.301,                0.85024,                 1.1653,              0.0002477,              0.0002477,              0.0002477
                    356,                 1.5499,                 1.0005,                 1.2302,                0.79738,                0.79123,                0.84591,                0.51638,                 1.2978,                0.85511,                 1.1631,             0.00024275,             0.00024275,             0.00024275
                    357,                 1.5145,                 1.0535,                 1.2904,                0.79003,                0.78551,                0.84477,                0.51673,                 1.2952,                0.86207,                 1.1597,              0.0002378,              0.0002378,              0.0002378
                    358,                 1.5257,                 1.0845,                 1.2826,                0.79138,                0.78318,                0.84305,                0.51669,                 1.2947,                0.86354,                 1.1578,             0.00023285,             0.00023285,             0.00023285
                    359,                 1.5172,                 1.0468,                 1.2499,                0.79514,                0.79237,                0.84549,                0.51562,                 1.2984,                0.85248,                 1.1607,              0.0002279,              0.0002279,              0.0002279
                    360,                 1.5938,                 1.0295,                 1.2635,                0.80942,                0.79359,                0.84679,                0.51691,                 1.3045,                0.85078,                 1.1643,             0.00022295,             0.00022295,             0.00022295
                    361,                  1.371,                 1.0573,                 1.2788,                0.81253,                0.78431,                0.84264,                0.50987,                  1.312,                 0.8611,                 1.1705,               0.000218,               0.000218,               0.000218
                    362,                 1.5674,                 1.0592,                 1.3195,                0.82234,                0.77946,                0.84382,                0.50858,                 1.3179,                 0.8801,                 1.1742,             0.00021305,             0.00021305,             0.00021305
                    363,                 1.6597,                 1.0651,                 1.1617,                0.81317,                0.77393,                 0.8395,                0.50607,                 1.3193,                0.89222,                 1.1748,              0.0002081,              0.0002081,              0.0002081
                    364,                  1.472,                 1.1012,                 1.2747,                0.82434,                0.77739,                0.84771,                0.50925,                 1.3144,                0.87319,                 1.1728,             0.00020315,             0.00020315,             0.00020315
                    365,                 1.4153,                0.99557,                 1.3016,                0.80091,                  0.797,                0.85345,                0.51639,                 1.3037,                0.85807,                 1.1678,              0.0001982,              0.0001982,              0.0001982
                    366,                  1.425,                 1.0252,                 1.3409,                0.79881,                 0.8143,                0.85886,                0.52049,                 1.2931,                0.85295,                 1.1616,             0.00019325,             0.00019325,             0.00019325
                    367,                 1.4797,                 1.0424,                 1.2815,                0.78867,                0.82814,                0.85355,                0.52697,                 1.2762,                0.85579,                 1.1479,              0.0001883,              0.0001883,              0.0001883
                    368,                 1.4889,                0.99065,                 1.2693,                0.78309,                0.83045,                0.85491,                0.52359,                 1.2706,                0.85644,                 1.1446,             0.00018335,             0.00018335,             0.00018335
                    369,                 1.5214,                 1.0829,                 1.2808,                 0.7898,                0.82584,                0.85366,                0.52555,                 1.2684,                0.85779,                  1.143,              0.0001784,              0.0001784,              0.0001784
                    370,                 1.3818,                0.93064,                 1.2203,                0.79185,                0.82353,                0.85424,                0.52639,                 1.2654,                0.85008,                 1.1421,             0.00017345,             0.00017345,             0.00017345
                    371,                 1.4907,                 1.0181,                 1.2421,                0.79251,                0.82699,                0.85442,                0.52936,                 1.2636,                0.84648,                 1.1448,              0.0001685,              0.0001685,              0.0001685
                    372,                 1.4006,                0.96849,                 1.3341,                 0.7928,                0.82238,                0.85229,                0.52732,                 1.2673,                0.84502,                 1.1475,             0.00016355,             0.00016355,             0.00016355
                    373,                 1.4921,                0.95435,                  1.208,                0.79146,                0.81661,                0.85041,                0.52617,                 1.2717,                0.84706,                  1.149,              0.0001586,              0.0001586,              0.0001586
                    374,                 1.3976,                 0.9748,                 1.2683,                 0.7979,                0.81509,                0.85182,                0.52663,                 1.2788,                0.84523,                 1.1518,             0.00015365,             0.00015365,             0.00015365
                    375,                 1.4794,                0.95786,                 1.2144,                0.80173,                0.80507,                0.85164,                0.52159,                 1.2889,                0.84404,                 1.1548,              0.0001487,              0.0001487,              0.0001487
                    376,                 1.4136,                 0.9488,                 1.2026,                0.80752,                0.80809,                0.85543,                 0.5233,                  1.288,                0.84301,                 1.1545,             0.00014375,             0.00014375,             0.00014375
                    377,                 1.3712,                 1.0336,                 1.3155,                0.81067,                0.80161,                0.85674,                 0.5232,                 1.2837,                0.84055,                 1.1528,              0.0001388,              0.0001388,              0.0001388
                    378,                 1.4496,                 1.0702,                 1.2792,                 0.8071,                0.80392,                0.85783,                0.52185,                 1.2824,                0.83926,                 1.1524,             0.00013385,             0.00013385,             0.00013385
                    379,                 1.4102,                0.97566,                 1.2722,                0.81307,                 0.8027,                 0.8599,                0.52339,                 1.2794,                0.83854,                 1.1522,              0.0001289,              0.0001289,              0.0001289
                    380,                 1.5442,                 1.0458,                 1.3384,                0.80696,                0.80854,                0.85848,                0.52349,                 1.2778,                 0.8354,                 1.1504,             0.00012395,             0.00012395,             0.00012395
                    381,                 1.6001,                0.96905,                 1.2199,                0.80628,                0.81315,                0.86368,                0.52718,                 1.2747,                0.83158,                 1.1482,               0.000119,               0.000119,               0.000119
                    382,                 1.4401,                0.99192,                 1.2402,                0.81518,                0.81395,                0.86435,                0.52772,                 1.2743,                0.82908,                 1.1472,             0.00011405,             0.00011405,             0.00011405
                    383,                 1.5194,                 1.0355,                  1.331,                0.80501,                0.81905,                0.86082,                0.52542,                 1.2735,                0.83128,                 1.1468,              0.0001091,              0.0001091,              0.0001091
                    384,                 1.4002,                0.98988,                 1.3423,                0.80982,                0.81546,                0.86403,                0.52499,                 1.2737,                0.83222,                 1.1462,             0.00010415,             0.00010415,             0.00010415
                    385,                 1.3527,                 0.9541,                 1.3268,                0.81382,                0.81084,                 0.8614,                0.52427,                 1.2714,                0.83201,                  1.145,               9.92e-05,               9.92e-05,               9.92e-05
                    386,                  1.423,                0.94138,                 1.1899,                0.79904,                0.81776,                0.86084,                0.52453,                 1.2706,                0.83297,                 1.1442,              9.425e-05,              9.425e-05,              9.425e-05
                    387,                 1.4179,                 1.0393,                 1.2486,                0.80506,                0.81892,                0.85833,                0.52476,                 1.2634,                0.82893,                 1.1421,               8.93e-05,               8.93e-05,               8.93e-05
                    388,                 1.4521,                0.97736,                  1.255,                0.80341,                0.81776,                0.85636,                0.52285,                 1.2639,                0.83107,                 1.1426,              8.435e-05,              8.435e-05,              8.435e-05
                    389,                   1.48,                0.92532,                 1.1859,                0.80337,                 0.8143,                0.85566,                0.52643,                 1.2643,                0.82853,                  1.143,               7.94e-05,               7.94e-05,               7.94e-05
                    390,                 1.4422,                 1.0943,                 1.4269,                0.79992,                  0.812,                0.85366,                0.52645,                 1.2663,                0.83066,                 1.1436,              7.445e-05,              7.445e-05,              7.445e-05
                    391,                 1.3169,                0.93553,                 1.2239,                0.79678,                  0.812,                0.85412,                0.52701,                 1.2681,                0.83662,                 1.1462,               6.95e-05,               6.95e-05,               6.95e-05
                    392,                 1.3125,                 1.0216,                 1.2821,                0.79827,                0.81242,                0.85444,                0.52704,                 1.2673,                0.83899,                 1.1465,              6.455e-05,              6.455e-05,              6.455e-05
                    393,                 1.3684,                 1.0051,                 1.3014,                0.79789,                0.81661,                0.85542,                0.52568,                 1.2665,                0.83783,                 1.1459,               5.96e-05,               5.96e-05,               5.96e-05
                    394,                 1.2759,                0.93079,                 1.2067,                0.79672,                0.81546,                0.85532,                0.52543,                 1.2655,                0.83674,                 1.1461,              5.465e-05,              5.465e-05,              5.465e-05
                    395,                 1.2743,                 1.1049,                 1.2582,                0.79959,                0.81453,                0.85513,                0.52548,                 1.2659,                 0.8344,                  1.147,               4.97e-05,               4.97e-05,               4.97e-05
                    396,                  1.293,                0.95015,                 1.2978,                0.79932,                0.81314,                0.85504,                0.52533,                 1.2674,                0.83308,                 1.1477,              4.475e-05,              4.475e-05,              4.475e-05
                    397,                 1.4183,                 1.0001,                 1.2698,                0.79894,                0.81579,                0.85546,                0.52577,                 1.2679,                 0.8326,                 1.1485,               3.98e-05,               3.98e-05,               3.98e-05
                    398,                 1.4307,                0.95609,                 1.2332,                0.80085,                0.81084,                0.85641,                0.52554,                 1.2689,                0.83172,                 1.1495,              3.485e-05,              3.485e-05,              3.485e-05
                    399,                 1.3818,                0.99889,                 1.1714,                0.80045,                0.80854,                  0.855,                0.52599,                  1.269,                0.83235,                 1.1502,               2.99e-05,               2.99e-05,               2.99e-05
